,Image,Accuracy,F1,Jaccard,Recall,Precision
52,0003_output-slice459,0.98796875,0.9134831460674158,0.8407445708376422,0.9951040391676866,0.8442367601246106
53,0003_output-slice463,0.9915234375,0.8956228956228955,0.8109756097560976,0.9967880085653105,0.8131004366812227
54,0003_output-slice469,0.9977734375,0.9079159935379645,0.8313609467455622,0.9859649122807017,0.8413173652694611
55,0003_output-slice470,0.9978515625,0.8493150684931507,0.7380952380952381,1.0,0.7380952380952381
56,0004_output-slice346,0.9926171875,0.0,0.0,1.0,0.0
57,0004_output-slice347,0.995859375,0.07017543859649122,0.03636363636363636,1.0,0.03636363636363636
58,0004_output-slice349,0.996328125,0.42682926829268286,0.2713178294573643,1.0,0.2713178294573643
59,0004_output-slice355,0.995625,0.6083916083916084,0.4371859296482412,1.0,0.4371859296482412
60,0004_output-slice356,0.9954296875,0.6213592233009708,0.4507042253521127,1.0,0.4507042253521127
61,0004_output-slice361,0.994453125,0.6519607843137255,0.48363636363636364,1.0,0.48363636363636364
62,0004_output-slice363,0.9894921875,0.5255731922398589,0.35645933014354064,0.9933333333333333,0.35731414868105515
63,0004_output-slice364,0.9934765625,0.6584867075664622,0.49085365853658536,0.9938271604938271,0.4923547400611621
64,0004_output-slice370,0.9971484375,0.8488612836438924,0.737410071942446,0.9669811320754716,0.7564575645756457
65,0004_output-slice373,0.9969140625,0.8571428571428572,0.75,0.9367588932806324,0.79
66,0004_output-slice375,0.996953125,0.8733766233766234,0.7752161383285303,0.9746376811594203,0.7911764705882353
67,0004_output-slice379,0.993828125,0.8179723502304148,0.6920077972709552,0.9699453551912568,0.7071713147410359
68,0004_output-slice381,0.99390625,0.8340425531914893,0.7153284671532847,0.9849246231155779,0.7232472324723247
69,0004_output-slice395,0.994296875,0.8885496183206107,0.7994505494505495,0.9814502529510961,0.8117154811715481
70,0004_output-slice406,0.991328125,0.867699642431466,0.7663157894736842,0.9877883310719131,0.7736450584484591
71,0004_output-slice409,0.9952734375,0.9296920395119117,0.8686210640608035,0.9913258983890955,0.87527352297593
72,0004_output-slice412,0.9947265625,0.9298701298701298,0.8689320388349514,0.9792122538293216,0.8852621167161226
73,0004_output-slice413,0.99515625,0.9367346938775509,0.8809980806142035,0.972457627118644,0.9035433070866141
74,0004_output-slice419,0.9919140625,0.9149198520345253,0.8431818181818181,0.9910952804986642,0.849618320610687
75,0004_output-slice424,0.99109375,0.9180445722501798,0.8485049833887043,0.9968774395003903,0.8507661558960693
76,0004_output-slice431,0.9902734375,0.923783287419651,0.8583617747440273,0.9940711462450593,0.8627787307032591
77,0004_output-slice434,0.991171875,0.934187536400699,0.8765027322404372,0.9822412737293326,0.8906163242642976
78,0004_output-slice435,0.990625,0.9316239316239315,0.872,0.9749552772808586,0.8919803600654664
79,0004_output-slice437,0.9903515625,0.9322731011790513,0.8731381612737545,0.9615384615384616,0.9047365620010644
80,0004_output-slice439,0.9884765625,0.9223479863121875,0.8558866634098681,0.9444743935309973,0.9012345679012346
81,0004_output-slice440,0.990859375,0.9409090909090908,0.8884120171673819,0.9784663865546218,0.9061284046692607
82,0004_output-slice441,0.9921484375,0.9503335804299481,0.905367231638418,0.9741641337386018,0.9276410998552822
